YDL246C	SOR2	chrIV:8683-9756
YLR373C	VID22	chrXII:868662-871367
YLR092W	SUL2	chrXII:323544-326225
YLL018C-A	COX19	chrXII:108676-108972
RDN25-2	RDN25-2	chrXII:460923-464318
YLR066W	SPC3	chrXII:267169-267723
RDN58-1	RDN58-1	chrXII:455414-455571
YLR146W-A	YLR146W-A	chrXII:433870-434058
YLR175W	CBF5	chrXII:506134-507585
YLR402W	YLR402W	chrXII:924889-925080
YLR158C	ASP3-3	chrXII:482549-483637
YLL051C	FRE6	chrXII:37333-39471
YLR314C	CDC3	chrXII:762575-764137
YLR438C-A	LSM3	chrXII:1013909-1014178
YLR209C	PNP1	chrXII:560797-561732
YLR019W	PSR2	chrXII:180288-181481
YLR123C	YLR123C	chrXII:391078-391407
YLR353W	BUD8	chrXII:834352-836163
YLR361C	DCR2	chrXII:847388-849124
YLL033W	IRC19	chrXII:73409-74101
YLR389C	STE23	chrXII:899577-902660
YLR438W	CAR2	chrXII:1012501-1013775
YLR290C	COQ11	chrXII:717145-717978
YLR270W	DCS1	chrXII:681186-682238
YLR194C	NCW2	chrXII:540809-541573
YLR006C	SSK1	chrXII:161755-163893
YLR223C	IFH1	chrXII:582233-585490
YLR195C	NMT1	chrXII:541937-543304
YLL016W	SDC25	chrXII:112847-115993
YLL067W-A	YLL067W-A	chrXII:843-1325
YLR398C	SKI2	chrXII:915156-919019
YLR418C	CDC73	chrXII:956914-958095
YLR010C	TEN1	chrXII:167320-167802
YLR307W	CDA1	chrXII:745620-746525
YLR356W	ATG33	chrXII:840321-840914
YLR431C	ATG23	chrXII:1000342-1001703
YLR109W	AHP1	chrXII:368781-369311
tI(UAU)L	tI(UAU)L	chrXII:605300-605432
YLR364W	GRX8	chrXII:854062-854391
YLR106C	MDN1	chrXII:349006-363738
YLR083C	EMP70	chrXII:294091-296094
YLR274W	MCM5	chrXII:691555-693882
YLR413W	INA1	chrXII:951156-953183
YLR412C-A	YLR412C-A	chrXII:950267-950473
YLR340W	RPP0	chrXII:805887-806825
YLR055C	SPT8	chrXII:251272-253080
YLR254C	NDL1	chrXII:644404-644973
YLL017W	YLL017W	chrXII:112234-112545
YLR121C	YPS3	chrXII:388744-390270
tA(AGC)L	tA(AGC)L	chrXII:656934-657006
YLL042C	ATG10	chrXII:52087-52590
YLR157W-D	YLR157W-D	chrXII:475764-475976
YLR211C	ATG38	chrXII:563792-564531
YLR400W	YLR400W	chrXII:922063-922536
YLR105C	SEN2	chrXII:347047-348180
YLR142W	PUT1	chrXII:425186-426616
YLR376C	PSY3	chrXII:872826-873554
YLR318W	EST2	chrXII:766542-769196
YLR239C	LIP2	chrXII:616332-617318
YLR262C-A	TMA7	chrXII:669468-669662
tE(UUC)L	tE(UUC)L	chrXII:797178-797249
YLL037W	YLL037W	chrXII:66562-66942
YLR452C	SST2	chrXII:1039270-1041366
YLR372W	YLR372W	chrXII:867354-868391
YLR154W-C	TAR1	chrXII:454696-455070
ETS2-1	ETS2-1	chrXII:451575-451785
YLR363C	NMD4	chrXII:852495-853151
YLR207W	HRD3	chrXII:556788-559289
YLR312W-A	MRPL15	chrXII:759480-760241
YLR188W	MDL1	chrXII:528300-530387
YLR011W	LOT6	chrXII:169103-169678
YLR159W	YLR159W	chrXII:485345-485689
YLR328W	NMA1	chrXII:784913-786118
YLR171W	YLR171W	chrXII:500733-501122
YLR241W	CSC1	chrXII:620473-622821
YLR245C	CDD1	chrXII:626502-626930
YLR360W	VPS38	chrXII:846103-847422
snR30	snR30	chrXII:198784-199389
YLR205C	HMX1	chrXII:552724-553677
RDN25-1	RDN25-1	chrXII:451786-455181
YLR161W	YLR161W	chrXII:488997-489341
YLR287C	YLR287C	chrXII:710991-712058
YLR366W	YLR366W	chrXII:855538-855843
YLR410W	VIP1	chrXII:937541-940981
YLR230W	YLR230W	chrXII:604574-604879
YLR097C	HRT3	chrXII:336231-337265
YLR397C	AFG2	chrXII:912550-914892
YLR120C	YPS1	chrXII:386511-388220
YLR335W	NUP2	chrXII:797430-799592
YLR399C	BDF1	chrXII:919536-921596
YLL044W	YLL044W	chrXII:48216-48662
YLR453C	RIF2	chrXII:1041799-1042986
YLL057C	JLP1	chrXII:25756-26994
YLR388W	RPS29A	chrXII:898651-898821
YLR249W	YEF3	chrXII:636780-639914
YLR151C	PCD1	chrXII:441715-442737
YLR260W	LCB5	chrXII:665844-667907
YLL010C	PSR1	chrXII:129330-130613
YLR133W	CKI1	chrXII:408445-410193
YLR329W	REC102	chrXII:786442-787333
snR6	snR6	chrXII:366235-366346
YLL011W	SOF1	chrXII:127523-128992
YLR384C	IKI3	chrXII:888851-892900
YLR203C	MSS51	chrXII:550650-551960
YLR156C-A	YLR156C-A	chrXII:472479-472610
YLR394W	CST9	chrXII:907950-909398
YLR021W	IRC25	chrXII:183623-184162
YLR331C	JIP3	chrXII:790669-791046
YLR450W	HMG2	chrXII:1032627-1035764
YLR140W	YLR140W	chrXII:423474-423800
YLR157W-E	YLR157W-E	chrXII:481873-482037
YLR390W	ECM19	chrXII:903066-903404
YLR291C	GCD7	chrXII:718317-719462
RDN5-4	RDN5-4	chrXII:482045-482163
YLR408C	BLS1	chrXII:933885-934253
YLR240W	VPS34	chrXII:617533-620160
YLR018C	POM34	chrXII:178707-179606
YLR344W	RPL26A	chrXII:819312-820142
YLR412W	BER1	chrXII:948368-949192
YLR447C	VMA6	chrXII:1026856-1027893
YLR361C-A	YLR361C-A	chrXII:849383-849679
YLR112W	YLR112W	chrXII:370791-371210
YLR435W	TSR2	chrXII:1006378-1006995
YLR084C	RAX2	chrXII:296589-300251
snR34	snR34	chrXII:899180-899382
YLR091W	GEP5	chrXII:322297-323178
YLR275W	SMD2	chrXII:694378-694800
YLR102C	APC9	chrXII:342970-343767
YLR263W	RED1	chrXII:670340-672823
YLR379W	YLR379W	chrXII:876922-877296
tL(UAG)L1	tL(UAG)L1	chrXII:592519-592619
YLR459W	GAB1	chrXII:1057334-1058518
YLR316C	TAD3	chrXII:765266-766358
YLR277C	YSH1	chrXII:697156-699495
tP(UGG)L	tP(UGG)L	chrXII:92548-92650
YLR229C	CDC42	chrXII:604212-604787
YLR120W-A	YLR120W-A	chrXII:388672-388773
YLR048W	RPS0B	chrXII:242232-243349
YLL059C	YLL059C	chrXII:22474-22980
YLR238W	FAR10	chrXII:614755-616191
YLR283W	YLR283W	chrXII:705186-706130
YLR298C	YHC1	chrXII:724721-725416
YLR232W	YLR232W	chrXII:606830-607177
YLR086W	SMC4	chrXII:302243-306499
YLR053C	YLR053C	chrXII:248100-248426
YLL041C	SDH2	chrXII:53131-53931
YLR330W	CHS5	chrXII:787664-789679
YLR244C	MAP1	chrXII:625168-626331
YLR299C-A	YLR299C-A	chrXII:727911-728003
YLL019W-A	YLL019W-A	chrXII:106908-107000
YLR258W	GSY2	chrXII:660716-662833
YLR174W	IDP2	chrXII:504591-505829
YLR444C	YLR444C	chrXII:1023686-1023988
YLR315W	NKP2	chrXII:764808-765269
YLR374C	YLR374C	chrXII:871453-871842
YLR154W-F	YLR154W-F	chrXII:455883-456023
tR(ACG)L	tR(ACG)L	chrXII:374355-374427
YLR172C	DPH5	chrXII:501260-502162
YLR273C	PIG1	chrXII:689083-691029
tK(UUU)L	tK(UUU)L	chrXII:875376-875471
YLL012W	YEH1	chrXII:125534-127255
YLR022C	SDO1	chrXII:184174-184926
YLR382C	NAM2	chrXII:882067-884751
YLR041W	YLR041W	chrXII:229377-229697
YLR466C-A	YLR466C-A	chrXII:1070387-1070869
YLR268W	SEC22	chrXII:680200-680844
YLR420W	URA4	chrXII:963785-964879
ITS1-1	ITS1-1	chrXII:455572-455932
YLR137W	RKM5	chrXII:417006-418109
YLR087C	CSF1	chrXII:306855-315731
YLL049W	LDB18	chrXII:40666-41205
tL(CAA)L	tL(CAA)L	chrXII:628383-628497
RDN37-1	RDN37-1	chrXII:451786-457732
YLR426W	TDA5	chrXII:987062-988113
YLL035W	GRC3	chrXII:68580-70478
YLL009C	COX17	chrXII:131205-131414
YLR036C	YLR036C	chrXII:221521-222132
YLR118C	YLR118C	chrXII:384725-385408
ETS1-2	ETS1-2	chrXII:466870-467569
YLR406C	RPL31B	chrXII:931065-931755
ITS1-2	ITS1-2	chrXII:464709-465069
YLR136C	TIS11	chrXII:415801-416658
YLR385C	SWC7	chrXII:892992-893390
YLR281C	YLR281C	chrXII:704493-704960
YLR138W	NHA1	chrXII:418437-421394
YLL019C	KNS1	chrXII:105686-107899
YLR284C	ECI1	chrXII:706198-707040
YLR295C	ATP14	chrXII:721999-722373
YLR307C-A	YLR307C-A	chrXII:746848-747111
YLR349W	YLR349W	chrXII:827521-828027
YLR248W	RCK2	chrXII:634252-636084
YLL006W-A	YLL006W-A	chrXII:136345-136521
YLR127C	APC2	chrXII:395758-398319
YLR002C	NOC3	chrXII:154343-156334
YLR168C	UPS2	chrXII:499578-500270
YLR342W-A	YLR342W-A	chrXII:815810-815983
YLR031W	YLR031W	chrXII:204225-204785
RDN5-3	RDN5-3	chrXII:472465-472583
YLR189C	ATG26	chrXII:530797-534393
YLR358C	YLR358C	chrXII:843487-844050
YLR134W	PDC5	chrXII:410723-412414
YLR051C	FCF2	chrXII:246324-246977
YLR466C-B	YLR466C-B	chrXII:1071594-1071710
YLR215C	CDC123	chrXII:570776-571858
YLR206W	ENT2	chrXII:554578-556419
tI(AAU)L2	tI(AAU)L2	chrXII:1052071-1052144
YLR201C	COQ9	chrXII:549511-550293
YLL018C	DPS1	chrXII:109902-111575
YLL025W	PAU17	chrXII:94747-95121
YLR392C	ART10	chrXII:904749-906305
YLR063W	BMT6	chrXII:264157-265254
tA(UGC)L	tA(UGC)L	chrXII:214883-214955
YLR124W	YLR124W	chrXII:391600-391944
YLR350W	ORM2	chrXII:828730-829380
YLR312C	YLR312C	chrXII:757637-758833
YLR204W	QRI5	chrXII:552270-552605
YLL007C	LMO1	chrXII:134302-136299
YLR141W	RRN5	chrXII:423683-424774
tD(GUC)L1	tD(GUC)L1	chrXII:427132-427203
YLL038C	ENT4	chrXII:65775-66518
YLR257W	YLR257W	chrXII:658826-659791
YLR108C	YLR108C	chrXII:366667-368124
YLR163W-A	YLR163W-A	chrXII:492812-492925
YLR416C	YLR416C	chrXII:954491-954889
YLR375W	STP3	chrXII:871697-872728
YLR287C-A	RPS30A	chrXII:712537-713158
YLR154W-E	YLR154W-E	chrXII:455433-455636
YLR155C	ASP3-1	chrXII:469317-470405
tS(AGA)L	tS(AGA)L	chrXII:167944-168025
YLR003C	CMS1	chrXII:156855-157730
YLR221C	RSA3	chrXII:578362-579024
YLR355C	ILV5	chrXII:838066-839253
YLR464W	YLR464W	chrXII:1066572-1067501
YLR446W	YLR446W	chrXII:1025214-1026515
YLR237W	THI7	chrXII:612367-614163
YLR441C	RPS1A	chrXII:1018141-1018908
YLR178C	TFS1	chrXII:513162-513821
YLR028C	ADE16	chrXII:199540-201315
YLR043C	TRX1	chrXII:231702-232013
YLR218C	COA4	chrXII:573466-573918
YLR243W	GPN3	chrXII:624203-625021
YLR148W	PEP3	chrXII:434641-437397
YLR162W-A	RRT15	chrXII:490406-490594
YLR462W	YLR462W	chrXII:1065956-1066564
RDN37-2	RDN37-2	chrXII:460923-466869
YLR095C	IOC2	chrXII:329677-332115
YLR199C	PBA1	chrXII:547853-548769
YLR154W-A	YLR154W-A	chrXII:452438-452623
YLR154C	RNH203	chrXII:447982-448314
YLL064C	PAU18	chrXII:13083-13445
YLR461W	PAU4	chrXII:1062919-1063281
tL(UAA)L	tL(UAA)L	chrXII:962972-963055
YLR265C	NEJ1	chrXII:674427-675455
YLR428C	YLR428C	chrXII:990617-990961
YLR242C	ARV1	chrXII:622918-623883
YLR351C	NIT3	chrXII:829489-830364
YLR306W	UBC12	chrXII:744151-744851
YLR130C	ZRT2	chrXII:402794-404062
YLL028W	TPO1	chrXII:84804-86564
YLR183C	TOS4	chrXII:520543-522012
tR(CCG)L	TRR4	chrXII:818609-818680
YLR042C	YLR042C	chrXII:229966-230451
YLR396C	VPS33	chrXII:910235-912310
YLR122C	YLR122C	chrXII:390954-391331
YLR326W	YLR326W	chrXII:782174-782896
YLR024C	UBR2	chrXII:187663-193281
YLR442C	SIR3	chrXII:1019315-1022251
YLR380W	CSR1	chrXII:878282-879508
YLR061W	RPL22A	chrXII:263194-263948
YLR386W	VAC14	chrXII:893628-896270
YLR387C	REH1	chrXII:896374-897672
YLR422W	DCK1	chrXII:965897-971695
YLR354C	TAL1	chrXII:836350-837357
YLR434C	YLR434C	chrXII:1006025-1006408
YLL039C	UBI4	chrXII:64062-65207
YLR149C	YLR149C	chrXII:437631-439823
YLR208W	SEC13	chrXII:559551-560444
RDN5-6	RDN5-6	chrXII:489349-489469
YLR115W	CFT2	chrXII:377985-380564
YLR005W	SSL1	chrXII:160049-161434
YLR147C	SMD3	chrXII:434158-434463
YLR076C	YLR076C	chrXII:283185-283607
YLR162W	YLR162W	chrXII:489573-489929
YLR451W	LEU3	chrXII:1036093-1038753
YLR212C	TUB4	chrXII:564860-566281
YLR454W	FMP27	chrXII:1043998-1051884
YLR437C-A	YLR437C-A	chrXII:1012459-1012686
YLR064W	PER33	chrXII:265456-266277
YLR132C	USB1	chrXII:407283-408155
YLR182W	SWI6	chrXII:517940-520351
YLR038C	COX12	chrXII:224921-225172
YLR107W	REX3	chrXII:364116-365330
YLR139C	SLS1	chrXII:421542-423473
YLR305C	STT4	chrXII:738161-743863
YLR339C	YLR339C	chrXII:805784-806335
YLR062C	BUD28	chrXII:263577-263954
YLR334C	YLR334C	chrXII:796698-797078
YLL002W	RTT109	chrXII:146291-147601
YLR070C	XYL2	chrXII:274141-275211
YLR157C	ASP3-2	chrXII:472969-474057
YLR226W	BUR2	chrXII:589354-590541
YLL048C	YBT1	chrXII:41280-46265
YLL024C	SSA2	chrXII:95566-97485
YLR009W	RLP24	chrXII:166537-167136
YLR057W	MNL2	chrXII:255306-257855
YLR348C	DIC1	chrXII:826977-827873
YLR439W	MRPL4	chrXII:1014491-1015450
YLR236C	YLR236C	chrXII:611794-612117
YLR345W	YLR345W	chrXII:820511-822040
YLR050C	YLR050C	chrXII:245587-246072
YLR332W	MID2	chrXII:790676-791806
YLR369W	SSQ1	chrXII:859552-861525
YLL065W	YLL065W	chrXII:11726-12076
tX(XXX)L	tX(XXX)L	chrXII:784354-784453
RDN5-1	RDN5-1	chrXII:459676-459796
YLR417W	VPS36	chrXII:955010-956710
YLR179C	YLR179C	chrXII:514108-514713
YLR013W	GAT3	chrXII:171339-171764
YLR116W	MSL5	chrXII:380822-382252
YLR371W	ROM2	chrXII:862714-866784
YLR222C	UTP13	chrXII:579318-581771
YLR365W	YLR365W	chrXII:855199-855531
YLR440C	SEC39	chrXII:1015568-1017697
YLR059C	REX2	chrXII:259738-260547
YLR165C	PUS5	chrXII:494494-495258
YLR421C	RPN13	chrXII:965090-965560
YLL027W	ISA1	chrXII:87403-88155
YLR292C	SEC72	chrXII:719789-720370
YLR034C	SMF3	chrXII:210512-211933
YLR016C	PML1	chrXII:176802-177416
YLR255C	YLR255C	chrXII:645600-645953
YLR297W	YLR297W	chrXII:724044-724433
YLR225C	YLR225C	chrXII:587695-588918
YLR047C	FRE8	chrXII:239347-241407
YLL022C	HIF1	chrXII:99044-100201
tI(AAU)L1	tI(AAU)L1	chrXII:734802-734875
YLR395C	COX8	chrXII:909729-909965
YLL067C	YLL067C	chrXII:585-4301
YLR359W	ADE13	chrXII:844282-845730
YLR456W	YLR456W	chrXII:1055070-1055684
YLR067C	PET309	chrXII:267813-270710
RDN58-2	RDN58-2	chrXII:464551-464708
YLR040C	AFB1	chrXII:228908-229582
YLL013C	PUF3	chrXII:122075-124714
YLR320W	MMS22	chrXII:771940-776304
YLL045C	RPL8B	chrXII:47859-48629
YLR352W	YLR352W	chrXII:831116-833539
YLR160C	ASP3-4	chrXII:486201-487289
YLR071C	RGR1	chrXII:275378-278626
YLR286C	CTS1	chrXII:708448-710136
YLR037C	PAU23	chrXII:222685-223059
YLL004W	ORC3	chrXII:141073-142923
YLR100W	ERG27	chrXII:341810-342853
YLR088W	GAA1	chrXII:316107-317951
YLR216C	CPR6	chrXII:572096-573211
YLL040C	VPS13	chrXII:54211-63645
YLR154C-G	YLR154C-G	chrXII:462522-462671
YLR410W-B	YLR410W-B	chrXII:941483-946796
YLR410W-A	YLR410W-A	chrXII:941483-942799
YLR157C-A	YLR157C-A	chrXII:480279-481601
YLR256W-A	YLR256W-A	chrXII:651117-652439
YLR035C-A	YLR035C-A	chrXII:215440-218907
YLR227W-A	YLR227W-A	chrXII:593438-594760
YLR157C-B	YLR157C-B	chrXII:476333-481601
YLR227W-B	YLR227W-B	chrXII:593438-598706
YPL071C	YPL071C	chrXVI:420048-420518
YPL208W	RKM1	chrXVI:157842-159593
YPL102C	YPL102C	chrXVI:360003-360305
YPL217C	BMS1	chrXVI:139620-143171
YPL197C	YPL197C	chrXVI:174343-174756
YPR139C	YPR139C	chrXVI:813156-814058
YPR169W	JIP5	chrXVI:878690-880168
YPL257W	YPL257W	chrXVI:63279-63860
snR41	snR41	chrXVI:719148-719242
YPL009C	RQC2	chrXVI:535820-538936
YPL183C	RTT10	chrXVI:199495-202536
YPR065W	ROX1	chrXVI:679693-680799
YPR099C	YPR099C	chrXVI:729757-730113
YPR032W	SRO7	chrXVI:634123-637224
tM(CAU)P	IMT2	chrXVI:338848-338919
YPR194C	OPT2	chrXVI:924304-926937
YPL084W	BRO1	chrXVI:394038-396572
YPR101W	SNT309	chrXVI:730492-731019
YPL179W	PPQ1	chrXVI:208157-209806
YPL224C	MMT2	chrXVI:126634-128088
tG(GCC)P2	tG(GCC)P2	chrXVI:860379-860449
snR17b	snR17b	chrXVI:281056-281517
YPR204W	YPR204W	chrXVI:944603-947701
YPR103W	PRE2	chrXVI:732349-733212
YPR155C	NCA2	chrXVI:835563-837413
YPL250W-A	YPL250W-A	chrXVI:75702-75989
YPL244C	HUT1	chrXVI:87014-88033
YPR141C	KAR3	chrXVI:815734-817923
YPL275W	FDH2	chrXVI:18369-19079
YPR156C	TPO3	chrXVI:837909-839777
YPL240C	HSP82	chrXVI:96496-98625
YPR188C	MLC2	chrXVI:911988-912479
YPL111W	CAR1	chrXVI:339944-340945
YPR119W	CLB2	chrXVI:771653-773128
YPL192C	PRM3	chrXVI:182655-183056
YPL059W	GRX5	chrXVI:444579-445031
YPL218W	SAR1	chrXVI:138698-139409
tI(AAU)P1	tI(AAU)P1	chrXVI:819529-819602
YPL264C	YPL264C	chrXVI:43283-44344
YPL198W	RPL7B	chrXVI:173152-174702
YPL006W	NCR1	chrXVI:544631-548143
YPR161C	SGV1	chrXVI:864449-866422
YPL145C	KES1	chrXVI:278395-279699
YPL092W	SSU1	chrXVI:373793-375169
YPR181C	SEC23	chrXVI:897361-899667
YPR171W	BSP1	chrXVI:883828-885558
YPR122W	AXL1	chrXVI:782045-785671
YPL091W	GLR1	chrXVI:375502-376953
YPL137C	GIP3	chrXVI:292817-296647
YPL014W	CIP1	chrXVI:527547-528692
YPL164C	MLH3	chrXVI:239350-241497
YPL163C	SVS1	chrXVI:241918-242700
YPR069C	SPE3	chrXVI:684556-685437
YPL038W-A	YPL038W-A	chrXVI:480182-480373
YPR072W	NOT5	chrXVI:690107-691789
YPR067W	ISA2	chrXVI:682220-682777
YPL175W	SPT14	chrXVI:218630-220088
YPL088W	YPL088W	chrXVI:381965-382993
YPL125W	KAP120	chrXVI:313388-316486
YPL090C	RPS6A	chrXVI:377291-378395
YPR120C	CLB5	chrXVI:773875-775182
YPR198W	SGE1	chrXVI:934034-935665
YPR053C	YPR053C	chrXVI:665788-666243
YPR106W	ISR1	chrXVI:740061-741392
YPL250C	ATG41	chrXVI:74309-74719
YPL051W	ARL3	chrXVI:459963-460559
YPR013C	CMR3	chrXVI:584632-585585
YPL121C	MEI5	chrXVI:320962-321630
YPR068C	HOS1	chrXVI:682941-684353
YPR160W-A	YPR160W-A	chrXVI:861934-862014
YPR202W	YPR202W	chrXVI:943032-943896
YPL270W	MDL2	chrXVI:30482-32803
YPL248C	GAL4	chrXVI:79711-82356
YPR058W	YMC1	chrXVI:673751-674674
YPL004C	LSP1	chrXVI:550632-551657
YPR110C	RPC40	chrXVI:745828-746835
YPL042C	SSN3	chrXVI:473040-474707
YPR149W	NCE102	chrXVI:829918-830439
YPL172C	COX10	chrXVI:224353-225741
YPR009W	SUT2	chrXVI:576552-577358
YPL039W	YPL039W	chrXVI:479225-480175
YPR051W	MAK3	chrXVI:664960-665490
YPR134W	MSS18	chrXVI:798051-798857
YPR118W	MRI1	chrXVI:767752-768987
YPR019W	MCM4	chrXVI:596750-599551
YPL213W	LEA1	chrXVI:150614-151330
YPR121W	THI22	chrXVI:778583-780301
YPL054W	LEE1	chrXVI:455759-456664
YPL123C	RNY1	chrXVI:317641-318945
YPL144W	POC4	chrXVI:280480-280926
YPR036W-A	SPO24	chrXVI:645950-646153
YPL140C	MKK2	chrXVI:287514-289034
snR70	snR70	chrXVI:718887-719050
YPL202C	AFT2	chrXVI:168088-169338
YPL114W	YPL114W	chrXVI:335948-336367
tI(AAU)P2	tI(AAU)P2	chrXVI:880296-880369
YPL045W	VPS16	chrXVI:467260-469656
YPL267W	ACM1	chrXVI:38169-38798
YPL133C	RDS2	chrXVI:299888-301228
tA(AGC)P	tA(AGC)P	chrXVI:856902-856974
YPL263C	KEL3	chrXVI:44551-46506
YPL097W	MSY1	chrXVI:364952-366430
YPR130C	YPR130C	chrXVI:793374-793781
YPR177C	YPR177C	chrXVI:892313-892684
YPR124W	CTR1	chrXVI:786208-787428
YPR157W	TDA6	chrXVI:841266-842669
YPR004C	AIM45	chrXVI:564007-565041
YPR080W	TEF1	chrXVI:700594-701970
YPL162C	YPL162C	chrXVI:243206-244027
YPL200W	CSM4	chrXVI:171484-171954
YPR057W	BRR1	chrXVI:672471-673496
YPR100W	MRPL51	chrXVI:729791-730213
YPR033C	HTS1	chrXVI:637379-639019
YPR174C	YPR174C	chrXVI:888043-888708
YPR151C	SUE1	chrXVI:831055-831675
YPR180W	AOS1	chrXVI:895961-897004
YPL210C	SRP72	chrXVI:154290-156212
tC(GCA)P1	tC(GCA)P1	chrXVI:435893-435964
YPL155C	KIP2	chrXVI:257216-259336
YPL225W	YPL225W	chrXVI:126006-126446
YPL081W	RPS9A	chrXVI:404950-406044
YPL266W	DIM1	chrXVI:39121-40077
YPR002W	PDH1	chrXVI:558385-559935
YPL127C	HHO1	chrXVI:308828-309604
YPR108W	RPN7	chrXVI:742454-743743
YPR172W	YPR172W	chrXVI:885796-886398
tF(GAA)P2	tF(GAA)P2	chrXVI:622540-622631
YPR200C	ARR2	chrXVI:939279-939671
YPL058C	PDR12	chrXVI:445842-450377
YPL073C	YPL073C	chrXVI:418499-418984
YPR197C	YPR197C	chrXVI:933898-934461
YPR088C	SRP54	chrXVI:711403-713028
YPL254W	HFI1	chrXVI:69485-70951
YPR010C-A	YPR010C-A	chrXVI:582373-582734
YPL223C	GRE1	chrXVI:128632-129138
YPR056W	TFB4	chrXVI:671126-672142
YPR006C	ICL2	chrXVI:567269-568996
YPR129W	SCD6	chrXVI:792687-793736
YPR199C	ARR1	chrXVI:938148-939032
YPL062W	YPL062W	chrXVI:431895-432299
YPR113W	PIS1	chrXVI:752257-752919
YPL166W	ATG29	chrXVI:237338-237979
YPR020W	ATP20	chrXVI:599870-600217
YPL160W	CDC60	chrXVI:246990-250262
YPL147W	PXA1	chrXVI:273255-275867
YPL107W	YPL107W	chrXVI:349119-349865
YPL169C	MEX67	chrXVI:229039-230838
YPR169W-A	YPR169W-A	chrXVI:883239-883457
YPR170W-A	YPR170W-A	chrXVI:883378-883563
YPR014C	YPR014C	chrXVI:587189-587518
YPR049C	ATG11	chrXVI:661137-664673
YPL087W	YDC1	chrXVI:383455-384408
YPR115W	RGC1	chrXVI:754877-758128
YPL184C	MRN1	chrXVI:195950-197788
YPR111W	DBF20	chrXVI:747306-749000
YPR203W	YPR203W	chrXVI:943880-944188
YPR189W	SKI3	chrXVI:912664-916962
YPR034W	ARP7	chrXVI:639525-640958
YPL189W	GUP2	chrXVI:189154-190983
YPL246C	RBD2	chrXVI:84509-85297
YPL020C	ULP1	chrXVI:512313-514178
YPL255W	BBP1	chrXVI:67725-68882
YPL196W	OXR1	chrXVI:175043-175864
YPR135W	CTF4	chrXVI:799234-802017
YPR044C	OPI11	chrXVI:654524-654877
YPL061W	ALD6	chrXVI:432588-434090
YPL238C	YPL238C	chrXVI:100474-100863
YPL052W	OAZ1	chrXVI:458799-459678
YPR112C	MRD1	chrXVI:749256-751919
YPL186C	UIP4	chrXVI:194512-195426
YPR148C	YPR148C	chrXVI:826833-828140
YPL276W	YPL276W	chrXVI:17948-18385
YPL280W	HSP32	chrXVI:11887-12600
YPR143W	RRP15	chrXVI:818323-819075
YPL261C	YPL261C	chrXVI:48996-49304
YPL034W	YPL034W	chrXVI:486712-487209
YPL116W	HOS3	chrXVI:329606-331699
YPL131W	RPL5	chrXVI:303121-304014
YPR017C	DSS4	chrXVI:593486-593917
YPL012W	RRP12	chrXVI:529723-533409
YPL017C	IRC15	chrXVI:518734-520233
YPL010W	RET3	chrXVI:535018-535587
YPR173C	VPS4	chrXVI:886524-887837
YPL233W	NSL1	chrXVI:106172-106822
YPR024W	YME1	chrXVI:610481-612724
YPL152W-A	YPL152W-A	chrXVI:264602-264700
YPL187W	MF(ALPHA)1	chrXVI:193648-194145
YPR191W	QCR2	chrXVI:919381-920487
YPR170C	YPR170C	chrXVI:882983-883318
YPR123C	YPR123C	chrXVI:786141-786575
YPR142C	YPR142C	chrXVI:818130-818693
YPL063W	TIM50	chrXVI:429939-431369
YPR007C	REC8	chrXVI:569336-571378
YPR084W	YPR084W	chrXVI:706972-708342
YPL149W	ATG5	chrXVI:271310-272194
YPL089C	RLM1	chrXVI:379120-381150
YPR166C	MRP2	chrXVI:876282-876629
YPR167C	MET16	chrXVI:876847-877632
YPL231W	FAS2	chrXVI:108652-114315
YPR025C	CCL1	chrXVI:613377-614558
YPL098C	MGR2	chrXVI:364386-364727
YPR147C	YPR147C	chrXVI:825645-826559
YPL129W	TAF14	chrXVI:305298-306137
YPR153W	24-May	chrXVI:833689-834245
YPR164W	MMS1	chrXVI:870703-874926
YPL026C	SKS1	chrXVI:500675-502183
YPR001W	CIT3	chrXVI:556377-557837
YPL282C	PAU22	chrXVI:7933-8427
YPR178W	PRP4	chrXVI:892332-893729
YPR061C	JID1	chrXVI:675977-676882
YPL180W	TCO89	chrXVI:205248-207647
YPL142C	YPL142C	chrXVI:282686-283003
YPL019C	VTC3	chrXVI:514511-517018
YPL258C	THI21	chrXVI:53498-55153
YPL022W	RAD1	chrXVI:506697-509999
YPL279C	FEX2	chrXVI:13228-14355
YPL044C	YPL044C	chrXVI:469926-470474
YPR193C	HPA2	chrXVI:922909-923379
YPL001W	HAT1	chrXVI:554605-555729
YPR083W	MDM36	chrXVI:704854-706593
YPR195C	YPR195C	chrXVI:927965-928294
YPL057C	SUR1	chrXVI:451909-453057
YPL211W	NIP7	chrXVI:153495-154040
YPL041C	MRX11	chrXVI:475118-475741
YPR003C	YPR003C	chrXVI:561504-563768
YPL181W	CTI6	chrXVI:203421-204941
YPR168W	NUT2	chrXVI:878076-878549
YPL185W	YPL185W	chrXVI:195253-195648
YPL040C	ISM1	chrXVI:475993-479001
YPL070W	MUK1	chrXVI:420948-422786
YPR159W	KRE6	chrXVI:857583-859745
YPL002C	SNF8	chrXVI:553627-554328
snR51	snR51	chrXVI:718700-718806
YPL227C	ALG5	chrXVI:120163-121167
YPL067C	YPL067C	chrXVI:425251-425847
YPL236C	ENV7	chrXVI:101608-102702
